,Epoch,Loss Type,Loss Value
3812,12.1047619,D_loss,1.4585
9963,12.1047619,G_loss,0.9731
3813,12.10793651,D_loss,1.3688
9964,12.10793651,G_loss,0.8412
3814,12.11111111,D_loss,1.3024
9965,12.11111111,G_loss,0.941
3815,12.11428571,D_loss,1.1097
9966,12.11428571,G_loss,0.9924
3816,12.11746032,D_loss,1.0584
9967,12.11746032,G_loss,1.0095
3817,12.12063492,D_loss,1.4275
9968,12.12063492,G_loss,0.737
3818,12.12380952,D_loss,1.1881
9969,12.12380952,G_loss,1.0156
3819,12.12698413,D_loss,1.076
9970,12.12698413,G_loss,0.9856
3820,12.13015873,D_loss,0.9925
9971,12.13015873,G_loss,1.2797
3821,12.13333333,D_loss,1.3484
9972,12.13333333,G_loss,0.9218
3822,12.13650794,D_loss,1.0989
9973,12.13650794,G_loss,0.9795
3823,12.13968254,D_loss,1.116
9974,12.13968254,G_loss,1.0831
3824,12.14285714,D_loss,1.7531
9975,12.14285714,G_loss,0.7912
3825,12.14603175,D_loss,1.1517
9976,12.14603175,G_loss,0.8908
3826,12.14920635,D_loss,1.1992
9977,12.14920635,G_loss,0.8232
3827,12.15238095,D_loss,1.664
9978,12.15238095,G_loss,1.1583
3828,12.15555556,D_loss,1.3667
9979,12.15555556,G_loss,0.7284
3829,12.15873016,D_loss,1.1676
9980,12.15873016,G_loss,1.3438
3830,12.16190476,D_loss,1.4447
9981,12.16190476,G_loss,0.7912
3831,12.16507937,D_loss,1.5329
9982,12.16507937,G_loss,0.8478
3832,12.16825397,D_loss,1.1641
9983,12.16825397,G_loss,0.891
3833,12.17142857,D_loss,1.1927
9984,12.17142857,G_loss,0.8964
3834,12.17460317,D_loss,1.1939
9985,12.17460317,G_loss,0.9184
3835,12.17777778,D_loss,0.9767
9986,12.17777778,G_loss,1.1318
3836,12.18095238,D_loss,1.4749
9987,12.18095238,G_loss,0.8755
3837,12.18412698,D_loss,1.1626
9988,12.18412698,G_loss,1.0788
3838,12.18730159,D_loss,2.4691
9989,12.18730159,G_loss,0.4457
3839,12.19047619,D_loss,1.6237
9990,12.19047619,G_loss,0.8746
3840,12.19365079,D_loss,1.4038
9991,12.19365079,G_loss,0.8757
3841,12.1968254,D_loss,1.2596
9992,12.1968254,G_loss,0.8294
3842,12.2,D_loss,1.1549
9993,12.2,G_loss,0.9089
3843,12.2031746,D_loss,1.0651
9994,12.2031746,G_loss,1.1605
3844,12.20634921,D_loss,1.4027
9995,12.20634921,G_loss,0.8365
3845,12.20952381,D_loss,1.1647
9996,12.20952381,G_loss,1.0338
3846,12.21269841,D_loss,1.2592
9997,12.21269841,G_loss,1.0258
3847,12.21587302,D_loss,1.1517
9998,12.21587302,G_loss,1.1773
3848,12.21904762,D_loss,1.3358
9999,12.21904762,G_loss,0.7773
3849,12.22222222,D_loss,1.406
10000,12.22222222,G_loss,0.7905
3850,12.22539683,D_loss,1.4617
10001,12.22539683,G_loss,0.6532
3851,12.22857143,D_loss,1.6007
10002,12.22857143,G_loss,0.877
3852,12.23174603,D_loss,1.6794
10003,12.23174603,G_loss,0.7411
3853,12.23492063,D_loss,1.0477
10004,12.23492063,G_loss,0.9841
3854,12.23809524,D_loss,1.282
10005,12.23809524,G_loss,0.802
3855,12.24126984,D_loss,1.0604
10006,12.24126984,G_loss,1.0324
3856,12.24444444,D_loss,1.6267
10007,12.24444444,G_loss,0.7525
3857,12.24761905,D_loss,1.1591
10008,12.24761905,G_loss,0.9519
3858,12.25079365,D_loss,1.0478
10009,12.25079365,G_loss,1.2131
3859,12.25396825,D_loss,1.0878
10010,12.25396825,G_loss,1.2771
3860,12.25714286,D_loss,0.9473
10011,12.25714286,G_loss,1.0516
3861,12.26031746,D_loss,1.1473
10012,12.26031746,G_loss,0.9655
3862,12.26349206,D_loss,1.7769
10013,12.26349206,G_loss,0.9478
3863,12.26666667,D_loss,1.1314
10014,12.26666667,G_loss,0.8872
3864,12.26984127,D_loss,1.5783
10015,12.26984127,G_loss,0.6945
3865,12.27301587,D_loss,1.3986
10016,12.27301587,G_loss,0.7096
3866,12.27619048,D_loss,1.0006
10017,12.27619048,G_loss,1.1385
3867,12.27936508,D_loss,1.012
10018,12.27936508,G_loss,1.1777
3868,12.28253968,D_loss,1.3486
10019,12.28253968,G_loss,0.9855
3869,12.28571429,D_loss,0.8914
10020,12.28571429,G_loss,1.307
3870,12.28888889,D_loss,2.0715
10021,12.28888889,G_loss,0.626
3871,12.29206349,D_loss,1.1649
10022,12.29206349,G_loss,1.0083
3872,12.2952381,D_loss,1.0449
10023,12.2952381,G_loss,1.1282
3873,12.2984127,D_loss,1.19
10024,12.2984127,G_loss,0.9204
3874,12.3015873,D_loss,1.3527
10025,12.3015873,G_loss,0.9676
3875,12.3047619,D_loss,1.4768
10026,12.3047619,G_loss,0.9401
3876,12.30793651,D_loss,0.7297
10027,12.30793651,G_loss,1.3575
3877,12.31111111,D_loss,2.0108
10028,12.31111111,G_loss,0.6313
3878,12.31428571,D_loss,1.1467
10029,12.31428571,G_loss,1.0112
3879,12.31746032,D_loss,1.5107
10030,12.31746032,G_loss,0.7859
3880,12.32063492,D_loss,1.0648
10031,12.32063492,G_loss,1.0219
3881,12.32380952,D_loss,1.2338
10032,12.32380952,G_loss,1.1043
3882,12.32698413,D_loss,1.2823
10033,12.32698413,G_loss,0.7895
3883,12.33015873,D_loss,1.8333
10034,12.33015873,G_loss,0.6076
3884,12.33333333,D_loss,1.4247
10035,12.33333333,G_loss,0.8906
3885,12.33650794,D_loss,1.4325
10036,12.33650794,G_loss,0.935
3886,12.33968254,D_loss,1.1063
10037,12.33968254,G_loss,0.8825
3887,12.34285714,D_loss,1.18
10038,12.34285714,G_loss,0.947
3888,12.34603175,D_loss,1.0765
10039,12.34603175,G_loss,1.0688
3889,12.34920635,D_loss,1.4034
10040,12.34920635,G_loss,0.7986
3890,12.35238095,D_loss,1.1366
10041,12.35238095,G_loss,1.0012
3891,12.35555556,D_loss,1.5089
10042,12.35555556,G_loss,0.9551
3892,12.35873016,D_loss,1.2809
10043,12.35873016,G_loss,1.1161
3893,12.36190476,D_loss,1.3102
10044,12.36190476,G_loss,0.8619
3894,12.36507937,D_loss,1.3365
10045,12.36507937,G_loss,0.9773
3895,12.36825397,D_loss,1.0357
10046,12.36825397,G_loss,1.1867
3896,12.37142857,D_loss,1.3857
10047,12.37142857,G_loss,0.8654
3897,12.37460317,D_loss,1.3894
10048,12.37460317,G_loss,0.7886
3898,12.37777778,D_loss,1.2216
10049,12.37777778,G_loss,1.0885
3899,12.38095238,D_loss,1.3895
10050,12.38095238,G_loss,0.8746
3900,12.38412698,D_loss,1.2139
10051,12.38412698,G_loss,1.2083
3901,12.38730159,D_loss,1.5839
10052,12.38730159,G_loss,0.6555
3902,12.39047619,D_loss,1.5779
10053,12.39047619,G_loss,0.5811
3903,12.39365079,D_loss,1.2996
10054,12.39365079,G_loss,0.842
3904,12.3968254,D_loss,1.5292
10055,12.3968254,G_loss,0.8438
3905,12.4,D_loss,1.0298
10056,12.4,G_loss,0.994
3906,12.4031746,D_loss,1.4346
10057,12.4031746,G_loss,0.831
3907,12.40634921,D_loss,0.9071
10058,12.40634921,G_loss,1.2733
3908,12.40952381,D_loss,1.836
10059,12.40952381,G_loss,0.7878
3909,12.41269841,D_loss,1.071
10060,12.41269841,G_loss,0.9064
3910,12.41587302,D_loss,0.899
10061,12.41587302,G_loss,1.3959
3911,12.41904762,D_loss,0.9993
10062,12.41904762,G_loss,0.988
3912,12.42222222,D_loss,1.1079
10063,12.42222222,G_loss,0.9661
3913,12.42539683,D_loss,1.4842
10064,12.42539683,G_loss,0.7466
3914,12.42857143,D_loss,1.343
10065,12.42857143,G_loss,0.8953
3915,12.43174603,D_loss,0.8066
10066,12.43174603,G_loss,1.3816
3916,12.43492063,D_loss,1.1379
10067,12.43492063,G_loss,1.0004
3917,12.43809524,D_loss,1.3976
10068,12.43809524,G_loss,0.8107
3918,12.44126984,D_loss,1.276
10069,12.44126984,G_loss,0.8374
3919,12.44444444,D_loss,1.2527
10070,12.44444444,G_loss,0.9372
3920,12.44761905,D_loss,0.8402
10071,12.44761905,G_loss,1.3903
3921,12.45079365,D_loss,1.0935
10072,12.45079365,G_loss,1.0492
3922,12.45396825,D_loss,1.1809
10073,12.45396825,G_loss,0.9109
3923,12.45714286,D_loss,1.2584
10074,12.45714286,G_loss,0.8508
3924,12.46031746,D_loss,1.1854
10075,12.46031746,G_loss,0.9318
3925,12.46349206,D_loss,1.3143
10076,12.46349206,G_loss,1.0317
3926,12.46666667,D_loss,1.4038
10077,12.46666667,G_loss,1.0547
3927,12.46984127,D_loss,1.2829
10078,12.46984127,G_loss,1.0756
3928,12.47301587,D_loss,1.2005
10079,12.47301587,G_loss,1.0061
3929,12.47619048,D_loss,1.3815
10080,12.47619048,G_loss,0.8475
3930,12.47936508,D_loss,1.396
10081,12.47936508,G_loss,1.0419
3931,12.48253968,D_loss,1.6099
10082,12.48253968,G_loss,0.9632
3932,12.48571429,D_loss,1.53
10083,12.48571429,G_loss,0.7905
3933,12.48888889,D_loss,1.7581
10084,12.48888889,G_loss,1.0839
3934,12.49206349,D_loss,1.5914
10085,12.49206349,G_loss,0.9261
3935,12.4952381,D_loss,1.4189
10086,12.4952381,G_loss,1.0034
3936,12.4984127,D_loss,1.0552
10087,12.4984127,G_loss,1.1258
3937,12.5015873,D_loss,0.9954
10088,12.5015873,G_loss,1.1968
3938,12.5047619,D_loss,1.3641
10089,12.5047619,G_loss,0.9851
3939,12.50793651,D_loss,1.4271
10090,12.50793651,G_loss,0.6522
3940,12.51111111,D_loss,1.2407
10091,12.51111111,G_loss,0.9365
3941,12.51428571,D_loss,0.8331
10092,12.51428571,G_loss,1.2811
3942,12.51746032,D_loss,1.0947
10093,12.51746032,G_loss,1.0521
3943,12.52063492,D_loss,0.8339
10094,12.52063492,G_loss,1.4939
3944,12.52380952,D_loss,1.36
10095,12.52380952,G_loss,0.8007
3945,12.52698413,D_loss,1.7088
10096,12.52698413,G_loss,0.8236
3946,12.53015873,D_loss,1.3116
10097,12.53015873,G_loss,1.1293
3947,12.53333333,D_loss,1.0489
10098,12.53333333,G_loss,0.9894
3948,12.53650794,D_loss,0.8075
10099,12.53650794,G_loss,1.4124
3949,12.53968254,D_loss,1.1167
10100,12.53968254,G_loss,0.9521
3950,12.54285714,D_loss,1.197
10101,12.54285714,G_loss,0.8319
3951,12.54603175,D_loss,1.0803
10102,12.54603175,G_loss,0.9671
3952,12.54920635,D_loss,1.5997
10103,12.54920635,G_loss,0.8805
3953,12.55238095,D_loss,1.3353
10104,12.55238095,G_loss,0.8801
3954,12.55555556,D_loss,1.3144
10105,12.55555556,G_loss,1.047
3955,12.55873016,D_loss,1.7511
10106,12.55873016,G_loss,0.74
3956,12.56190476,D_loss,1.2599
10107,12.56190476,G_loss,1.0057
3957,12.56507937,D_loss,1.5488
10108,12.56507937,G_loss,0.8226
3958,12.56825397,D_loss,1.3504
10109,12.56825397,G_loss,1.0299
3959,12.57142857,D_loss,1.0428
10110,12.57142857,G_loss,0.8403
3960,12.57460317,D_loss,1.6748
10111,12.57460317,G_loss,0.7942
3961,12.57777778,D_loss,1.1149
10112,12.57777778,G_loss,0.9831
3962,12.58095238,D_loss,0.8056
10113,12.58095238,G_loss,1.3566
3963,12.58412698,D_loss,1.0509
10114,12.58412698,G_loss,1.034
3964,12.58730159,D_loss,1.3364
10115,12.58730159,G_loss,0.9289
3965,12.59047619,D_loss,1.451
10116,12.59047619,G_loss,0.7813
3966,12.59365079,D_loss,1.3962
10117,12.59365079,G_loss,1.0215
3967,12.5968254,D_loss,1.5406
10118,12.5968254,G_loss,0.7023
3968,12.6,D_loss,0.9368
10119,12.6,G_loss,1.2617
3969,12.6031746,D_loss,1.1837
10120,12.6031746,G_loss,0.7699
3970,12.60634921,D_loss,1.7825
10121,12.60634921,G_loss,0.6068
3971,12.60952381,D_loss,0.8537
10122,12.60952381,G_loss,1.0494
3972,12.61269841,D_loss,1.5882
10123,12.61269841,G_loss,0.646
3973,12.61587302,D_loss,1.455
10124,12.61587302,G_loss,1.0015
3974,12.61904762,D_loss,1.4481
10125,12.61904762,G_loss,0.7934
3975,12.62222222,D_loss,1.108
10126,12.62222222,G_loss,1.1835
3976,12.62539683,D_loss,1.5018
10127,12.62539683,G_loss,0.8782
3977,12.62857143,D_loss,1.0778
10128,12.62857143,G_loss,1.0219
3978,12.63174603,D_loss,1.303
10129,12.63174603,G_loss,0.8929
3979,12.63492063,D_loss,1.5909
10130,12.63492063,G_loss,0.8498
3980,12.63809524,D_loss,1.1576
10131,12.63809524,G_loss,0.8747
3981,12.64126984,D_loss,1.4377
10132,12.64126984,G_loss,0.9689
3982,12.64444444,D_loss,1.2852
10133,12.64444444,G_loss,1.1481
3983,12.64761905,D_loss,1.088
10134,12.64761905,G_loss,0.8304
3984,12.65079365,D_loss,1.2344
10135,12.65079365,G_loss,1.097
3985,12.65396825,D_loss,0.7689
10136,12.65396825,G_loss,1.5204
3986,12.65714286,D_loss,1.2584
10137,12.65714286,G_loss,0.8336
3987,12.66031746,D_loss,1.3945
10138,12.66031746,G_loss,0.6892
3988,12.66349206,D_loss,1.118
10139,12.66349206,G_loss,0.9748
3989,12.66666667,D_loss,1.0697
10140,12.66666667,G_loss,1.1573
3990,12.66984127,D_loss,1.2469
10141,12.66984127,G_loss,0.9947
3991,12.67301587,D_loss,1.2529
10142,12.67301587,G_loss,1.1105
3992,12.67619048,D_loss,0.8789
10143,12.67619048,G_loss,1.1879
3993,12.67936508,D_loss,0.9606
10144,12.67936508,G_loss,1.1819
3994,12.68253968,D_loss,1.2869
10145,12.68253968,G_loss,1.0889
3995,12.68571429,D_loss,1.0934
10146,12.68571429,G_loss,1.1926
3996,12.68888889,D_loss,1.3705
10147,12.68888889,G_loss,1.0069
3997,12.69206349,D_loss,1.3827
10148,12.69206349,G_loss,0.9709
3998,12.6952381,D_loss,0.9405
10149,12.6952381,G_loss,1.2525
3999,12.6984127,D_loss,1.0993
10150,12.6984127,G_loss,1.1452
4000,12.7015873,D_loss,1.1259
10151,12.7015873,G_loss,1.1039
4001,12.7047619,D_loss,1.1201
10152,12.7047619,G_loss,1.2266
4002,12.70793651,D_loss,0.8649
10153,12.70793651,G_loss,1.6927
4003,12.71111111,D_loss,1.0935
10154,12.71111111,G_loss,1.1225
4004,12.71428571,D_loss,1.4684
10155,12.71428571,G_loss,0.7564
4005,12.71746032,D_loss,1.3812
10156,12.71746032,G_loss,0.797
4006,12.72063492,D_loss,1.1794
10157,12.72063492,G_loss,1.1454
4007,12.72380952,D_loss,1.3485
10158,12.72380952,G_loss,0.9896
4008,12.72698413,D_loss,0.9925
10159,12.72698413,G_loss,1.3692
4009,12.73015873,D_loss,1.1338
10160,12.73015873,G_loss,0.8807
4010,12.73333333,D_loss,1.1728
10161,12.73333333,G_loss,1.0617
4011,12.73650794,D_loss,1.0811
10162,12.73650794,G_loss,1.1094
4012,12.73968254,D_loss,1.178
10163,12.73968254,G_loss,1.0018
4013,12.74285714,D_loss,1.6867
10164,12.74285714,G_loss,0.6471
4014,12.74603175,D_loss,1.1113
10165,12.74603175,G_loss,1.1658
4015,12.74920635,D_loss,1.1042
10166,12.74920635,G_loss,1.04
4016,12.75238095,D_loss,0.9049
10167,12.75238095,G_loss,1.1195
4017,12.75555556,D_loss,1.1079
10168,12.75555556,G_loss,0.9271
4018,12.75873016,D_loss,1.2299
10169,12.75873016,G_loss,0.8542
4019,12.76190476,D_loss,1.3812
10170,12.76190476,G_loss,0.899
4020,12.76507937,D_loss,1.1903
10171,12.76507937,G_loss,0.9623
4021,12.76825397,D_loss,1.0317
10172,12.76825397,G_loss,1.0407
4022,12.77142857,D_loss,1.43
10173,12.77142857,G_loss,0.9167
4023,12.77460317,D_loss,1.2678
10174,12.77460317,G_loss,1.1181
4024,12.77777778,D_loss,1.1332
10175,12.77777778,G_loss,1.0519
4025,12.78095238,D_loss,1.4603
10176,12.78095238,G_loss,0.9056
4026,12.78412698,D_loss,1.4836
10177,12.78412698,G_loss,1.0071
4027,12.78730159,D_loss,1.2161
10178,12.78730159,G_loss,0.8213
4028,12.79047619,D_loss,1.0523
10179,12.79047619,G_loss,1.3243
4029,12.79365079,D_loss,1.2553
10180,12.79365079,G_loss,0.9891
4030,12.7968254,D_loss,1.4435
10181,12.7968254,G_loss,0.7883
4031,12.8,D_loss,1.0614
10182,12.8,G_loss,0.9958
4032,12.8031746,D_loss,1.2008
10183,12.8031746,G_loss,0.9853
4033,12.80634921,D_loss,0.8782
10184,12.80634921,G_loss,1.3724
4034,12.80952381,D_loss,1.466
10185,12.80952381,G_loss,0.7428
4035,12.81269841,D_loss,1.4278
10186,12.81269841,G_loss,0.8611
4036,12.81587302,D_loss,1.1306
10187,12.81587302,G_loss,1.0994
4037,12.81904762,D_loss,1.4059
10188,12.81904762,G_loss,0.8346
4038,12.82222222,D_loss,0.9572
10189,12.82222222,G_loss,0.9497
4039,12.82539683,D_loss,0.9991
10190,12.82539683,G_loss,1.1118
4040,12.82857143,D_loss,1.1153
10191,12.82857143,G_loss,1.0033
4041,12.83174603,D_loss,1.7828
10192,12.83174603,G_loss,0.9423
4042,12.83492063,D_loss,1.2543
10193,12.83492063,G_loss,1.0359
4043,12.83809524,D_loss,1.5027
10194,12.83809524,G_loss,0.7354
4044,12.84126984,D_loss,1.3329
10195,12.84126984,G_loss,0.8118
4045,12.84444444,D_loss,1.555
10196,12.84444444,G_loss,0.868
4046,12.84761905,D_loss,1.4336
10197,12.84761905,G_loss,1.0389
4047,12.85079365,D_loss,1.3553
10198,12.85079365,G_loss,0.9119
4048,12.85396825,D_loss,1.3961
10199,12.85396825,G_loss,0.9388
4049,12.85714286,D_loss,1.1971
10200,12.85714286,G_loss,0.9151
4050,12.86031746,D_loss,1.0313
10201,12.86031746,G_loss,1.2336
4051,12.86349206,D_loss,1.3057
10202,12.86349206,G_loss,0.7833
4052,12.86666667,D_loss,0.9237
10203,12.86666667,G_loss,1.0875
4053,12.86984127,D_loss,0.9294
10204,12.86984127,G_loss,1.2116
4054,12.87301587,D_loss,1.5287
10205,12.87301587,G_loss,0.9661
4055,12.87619048,D_loss,1.0119
10206,12.87619048,G_loss,1.2142
4056,12.87936508,D_loss,1.4021
10207,12.87936508,G_loss,1.1342
4057,12.88253968,D_loss,0.9553
10208,12.88253968,G_loss,1.0905
4058,12.88571429,D_loss,0.8741
10209,12.88571429,G_loss,1.3013
4059,12.88888889,D_loss,1.1825
10210,12.88888889,G_loss,0.9472
4060,12.89206349,D_loss,0.878
10211,12.89206349,G_loss,1.252
4061,12.8952381,D_loss,1.8113
10212,12.8952381,G_loss,0.6905
4062,12.8984127,D_loss,1.1461
10213,12.8984127,G_loss,0.9465
4063,12.9015873,D_loss,1.3953
10214,12.9015873,G_loss,0.92
4064,12.9047619,D_loss,1.3569
10215,12.9047619,G_loss,1.022
4065,12.90793651,D_loss,1.0556
10216,12.90793651,G_loss,1.1786
4066,12.91111111,D_loss,1.0955
10217,12.91111111,G_loss,0.8218
4067,12.91428571,D_loss,1.345
10218,12.91428571,G_loss,0.791
4068,12.91746032,D_loss,1.3126
10219,12.91746032,G_loss,0.9195
4069,12.92063492,D_loss,1.7504
10220,12.92063492,G_loss,0.8949
4070,12.92380952,D_loss,1.1827
10221,12.92380952,G_loss,0.9442
4071,12.92698413,D_loss,1.2087
10222,12.92698413,G_loss,1.0605
4072,12.93015873,D_loss,1.2177
10223,12.93015873,G_loss,0.8645
4073,12.93333333,D_loss,1.3954
10224,12.93333333,G_loss,0.9214
4074,12.93650794,D_loss,1.0672
10225,12.93650794,G_loss,1.0586
4075,12.93968254,D_loss,1.2333
10226,12.93968254,G_loss,1.2533
4076,12.94285714,D_loss,1.1133
10227,12.94285714,G_loss,0.9943
4077,12.94603175,D_loss,1.413
10228,12.94603175,G_loss,1.0759
4078,12.94920635,D_loss,1.4571
10229,12.94920635,G_loss,0.9075
4079,12.95238095,D_loss,1.4672
10230,12.95238095,G_loss,0.8265
4080,12.95555556,D_loss,0.8351
10231,12.95555556,G_loss,1.3522
4081,12.95873016,D_loss,1.2735
10232,12.95873016,G_loss,0.9759
4082,12.96190476,D_loss,1.4594
10233,12.96190476,G_loss,0.86
4083,12.96507937,D_loss,1.194
10234,12.96507937,G_loss,1.0253
4084,12.96825397,D_loss,0.9041
10235,12.96825397,G_loss,1.4324
4085,12.97142857,D_loss,1.5389
10236,12.97142857,G_loss,0.8202
4086,12.97460317,D_loss,1.5872
10237,12.97460317,G_loss,0.7014
4087,12.97777778,D_loss,1.0878
10238,12.97777778,G_loss,0.9011
4088,12.98095238,D_loss,0.9226
10239,12.98095238,G_loss,1.3696
4089,12.98412698,D_loss,1.0299
10240,12.98412698,G_loss,1.0482
4090,12.98730159,D_loss,1.1375
10241,12.98730159,G_loss,1.072
4091,12.99047619,D_loss,0.9326
10242,12.99047619,G_loss,1.3561
4092,12.99365079,D_loss,1.1962
10243,12.99365079,G_loss,1.1034
4093,12.9968254,D_loss,1.122
10244,12.9968254,G_loss,1.0996
4094,13,D_loss,1.398
10245,13,G_loss,0.9423
4095,13.0031746,D_loss,1.243
10246,13.0031746,G_loss,0.826
4096,13.00634921,D_loss,1.742
10247,13.00634921,G_loss,1.219
4097,13.00952381,D_loss,1.1024
10248,13.00952381,G_loss,0.9945
4098,13.01269841,D_loss,1.065
10249,13.01269841,G_loss,1.2388
4099,13.01587302,D_loss,1.1693
10250,13.01587302,G_loss,0.9356
4100,13.01904762,D_loss,0.5475
10251,13.01904762,G_loss,1.6128
4101,13.02222222,D_loss,1.0708
10252,13.02222222,G_loss,1.4003
4102,13.02539683,D_loss,1.2274
10253,13.02539683,G_loss,1.1478
4103,13.02857143,D_loss,1.566
10254,13.02857143,G_loss,1.3129
4104,13.03174603,D_loss,1.4815
10255,13.03174603,G_loss,0.9528
4105,13.03492063,D_loss,1.1462
10256,13.03492063,G_loss,0.96
4106,13.03809524,D_loss,1.6346
10257,13.03809524,G_loss,0.7889
4107,13.04126984,D_loss,1.685
10258,13.04126984,G_loss,0.6947
4108,13.04444444,D_loss,1.0236
10259,13.04444444,G_loss,1.0909
4109,13.04761905,D_loss,1.3221
10260,13.04761905,G_loss,0.9509
4110,13.05079365,D_loss,1.4486
10261,13.05079365,G_loss,0.8599
4111,13.05396825,D_loss,1.2332
10262,13.05396825,G_loss,0.9899
4112,13.05714286,D_loss,0.7357
10263,13.05714286,G_loss,1.5734
4113,13.06031746,D_loss,0.8276
10264,13.06031746,G_loss,1.0645
4114,13.06349206,D_loss,1.6357
10265,13.06349206,G_loss,0.684
4115,13.06666667,D_loss,0.6986
10266,13.06666667,G_loss,1.5151
4116,13.06984127,D_loss,1.43
10267,13.06984127,G_loss,0.9378
4117,13.07301587,D_loss,1.5616
10268,13.07301587,G_loss,0.6547
4118,13.07619048,D_loss,0.7538
10269,13.07619048,G_loss,1.2883
4119,13.07936508,D_loss,1.0724
10270,13.07936508,G_loss,1.0852
4120,13.08253968,D_loss,1.3831
10271,13.08253968,G_loss,0.7858
4121,13.08571429,D_loss,1.5981
10272,13.08571429,G_loss,0.8932
4122,13.08888889,D_loss,1.5244
10273,13.08888889,G_loss,0.7374
4123,13.09206349,D_loss,1.1186
10274,13.09206349,G_loss,1.0262
4124,13.0952381,D_loss,1.2384
10275,13.0952381,G_loss,0.8993
4125,13.0984127,D_loss,1.0617
10276,13.0984127,G_loss,1.0683
4126,13.1015873,D_loss,1.2255
10277,13.1015873,G_loss,0.9256
4127,13.1047619,D_loss,1.1223
10278,13.1047619,G_loss,1.1533
4128,13.10793651,D_loss,1.6819
10279,13.10793651,G_loss,0.768
4129,13.11111111,D_loss,1.246
10280,13.11111111,G_loss,0.9334
4130,13.11428571,D_loss,1.0048
10281,13.11428571,G_loss,0.9613
4131,13.11746032,D_loss,1.129
10282,13.11746032,G_loss,1.1567
4132,13.12063492,D_loss,1.2241
10283,13.12063492,G_loss,1.1364
4133,13.12380952,D_loss,1.453
10284,13.12380952,G_loss,1.001
4134,13.12698413,D_loss,0.7894
10285,13.12698413,G_loss,1.2647
4135,13.13015873,D_loss,1.4546
10286,13.13015873,G_loss,0.6632
4136,13.13333333,D_loss,0.9749
10287,13.13333333,G_loss,1.3251
4137,13.13650794,D_loss,1.3121
10288,13.13650794,G_loss,0.8685
4138,13.13968254,D_loss,1.1422
10289,13.13968254,G_loss,1.1448
4139,13.14285714,D_loss,1.3703
10290,13.14285714,G_loss,0.7709
4140,13.14603175,D_loss,1.0289
10291,13.14603175,G_loss,1.1841
4141,13.14920635,D_loss,1.3323
10292,13.14920635,G_loss,0.8813
4142,13.15238095,D_loss,1.6882
10293,13.15238095,G_loss,0.7542
4143,13.15555556,D_loss,1.5013
10294,13.15555556,G_loss,0.7626
4144,13.15873016,D_loss,1.2498
10295,13.15873016,G_loss,0.9375
4145,13.16190476,D_loss,1.4667
10296,13.16190476,G_loss,0.8196
4146,13.16507937,D_loss,1.2525
10297,13.16507937,G_loss,1.0756
4147,13.16825397,D_loss,1.1259
10298,13.16825397,G_loss,1.2978
4148,13.17142857,D_loss,1.1502
10299,13.17142857,G_loss,1.0691
4149,13.17460317,D_loss,1.4066
10300,13.17460317,G_loss,0.9464
4150,13.17777778,D_loss,1.196
10301,13.17777778,G_loss,1.0048
4151,13.18095238,D_loss,1.2008
10302,13.18095238,G_loss,1.0729
4152,13.18412698,D_loss,1.2955
10303,13.18412698,G_loss,0.9536
4153,13.18730159,D_loss,1.148
10304,13.18730159,G_loss,1.0623
4154,13.19047619,D_loss,1.3483
10305,13.19047619,G_loss,0.9529
4155,13.19365079,D_loss,1.3517
10306,13.19365079,G_loss,0.787
4156,13.1968254,D_loss,1.4442
10307,13.1968254,G_loss,0.94
4157,13.2,D_loss,1.0899
10308,13.2,G_loss,1.0269
4158,13.2031746,D_loss,1.2311
10309,13.2031746,G_loss,0.7584
4159,13.20634921,D_loss,1.0714
10310,13.20634921,G_loss,1.0222
4160,13.20952381,D_loss,1.1352
10311,13.20952381,G_loss,0.9012
4161,13.21269841,D_loss,1.2275
10312,13.21269841,G_loss,1.0064
4162,13.21587302,D_loss,1.0943
10313,13.21587302,G_loss,0.8364
4163,13.21904762,D_loss,1.1102
10314,13.21904762,G_loss,1.1714
4164,13.22222222,D_loss,1.2352
10315,13.22222222,G_loss,0.8959
4165,13.22539683,D_loss,1.1029
10316,13.22539683,G_loss,1.0167
4166,13.22857143,D_loss,1.3901
10317,13.22857143,G_loss,0.9167
4167,13.23174603,D_loss,1.1623
10318,13.23174603,G_loss,1.1262
4168,13.23492063,D_loss,1.1387
10319,13.23492063,G_loss,1.0099
4169,13.23809524,D_loss,1.113
10320,13.23809524,G_loss,1.2342
4170,13.24126984,D_loss,1.1996
10321,13.24126984,G_loss,1.1522
4171,13.24444444,D_loss,1.2148
10322,13.24444444,G_loss,1.0109
4172,13.24761905,D_loss,1.0293
10323,13.24761905,G_loss,0.9323
4173,13.25079365,D_loss,1.1172
10324,13.25079365,G_loss,1.005
4174,13.25396825,D_loss,1.3787
10325,13.25396825,G_loss,1.1128
4175,13.25714286,D_loss,1.6415
10326,13.25714286,G_loss,0.8194
4176,13.26031746,D_loss,1.2795
10327,13.26031746,G_loss,0.8712
4177,13.26349206,D_loss,1.2202
10328,13.26349206,G_loss,0.9293
4178,13.26666667,D_loss,1.2205
10329,13.26666667,G_loss,1.1296
4179,13.26984127,D_loss,1.5346
10330,13.26984127,G_loss,0.9897
4180,13.27301587,D_loss,1.3303
10331,13.27301587,G_loss,1.0074
4181,13.27619048,D_loss,1.2477
10332,13.27619048,G_loss,1.1194
4182,13.27936508,D_loss,1.0567
